facet	value	count
annotation_class	GO:0015279	315
annotation_class	GO:0016717	315
annotation_class	GO:0019346	315
annotation_class	GO:0031931	315
annotation_class	GO:0034728	315
annotation_class	GO:0000126	314
annotation_class	GO:0000775	314
annotation_class	GO:0003941	314
annotation_class	GO:0004815	314
annotation_class	GO:0004834	314
annotation_class	GO:0006335	314
annotation_class	GO:0006422	314
annotation_class	GO:0015093	314
annotation_class	GO:0019886	314
annotation_class	GO:0043162	314
annotation_class	GO:0043527	314
annotation_class	GO:0070822	314
annotation_class	GO:0006308	313
annotation_class	GO:0031262	313
annotation_class	GO:0048868	313
annotation_class	GO:0005094	312
annotation_class	GO:0006012	312
annotation_class	GO:0006695	312
annotation_class	GO:0009263	312
annotation_class	GO:0034451	312
annotation_class	GO:0038202	312
annotation_class	GO:0042796	312
annotation_class	GO:0047325	312
annotation_class	GO:0052725	312
annotation_class	GO:0052726	312
annotation_class	GO:0005471	311
annotation_class	GO:0006203	311
annotation_class	GO:0008453	311
annotation_class	GO:0034446	311
annotation_class	GO:0045254	311
annotation_class	GO:0003883	310
annotation_class	GO:0006241	310
annotation_class	GO:0006421	310
annotation_class	GO:0015813	310
annotation_class	GO:0031398	310
annotation_class	GO:0005637	309
annotation_class	GO:0005784	309
annotation_class	GO:0006696	309
annotation_class	GO:0045300	309
annotation_class	GO:0050776	309
annotation_class	GO:0003910	308
annotation_class	GO:0004831	308
annotation_class	GO:0006024	308
annotation_class	GO:0008409	308
annotation_class	GO:0016082	308
annotation_class	GO:0016125	308
annotation_class	GO:0030258	308
annotation_class	GO:0031048	308
annotation_class	GO:0042392	308
annotation_class	GO:0070530	308
annotation_class	GO:0000064	307
annotation_class	GO:0000150	307
annotation_class	GO:0004838	307
annotation_class	GO:0005879	307
annotation_class	GO:0006661	307
annotation_class	GO:0006884	307
annotation_class	GO:0010273	307
annotation_class	GO:0010628	307
annotation_class	GO:0033743	307
annotation_class	GO:0046427	307
annotation_class	GO:0055064	307
annotation_class	GO:0055075	307
annotation_class	GO:1990604	307
annotation_class	GO:0000086	306
annotation_class	GO:0003977	306
annotation_class	GO:0006605	306
annotation_class	GO:0006620	306
annotation_class	GO:0046033	306
annotation_class	GO:0048018	306
annotation_class	GO:0050567	306
annotation_class	GO:0071586	306
annotation_class	GO:1990575	306
annotation_class	GO:0004140	305
annotation_class	GO:0004174	305
annotation_class	GO:0006909	305
annotation_class	GO:0009328	305
annotation_class	GO:0004148	304
annotation_class	GO:0004849	304
annotation_class	GO:0005338	304
annotation_class	GO:0009567	304
annotation_class	GO:0043014	304
annotation_class	GO:0045335	304
annotation_class	GO:0070098	304
annotation_class	GO:0016139	303
annotation_class	GO:0030149	303
annotation_class	GO:0036374	303
annotation_class	GO:0042450	303
annotation_class	GO:0048489	303
annotation_class	GO:0000285	302
annotation_class	GO:0009617	302
annotation_class	GO:0015085	302
annotation_class	GO:0032044	302
annotation_class	GO:0032049	302
annotation_class	GO:0032468	302
annotation_class	GO:0032472	302
annotation_class	GO:0033188	302
annotation_class	GO:0047493	302
annotation_class	GO:0070679	302
annotation_class	GO:0071421	302
annotation_class	GO:0004014	301
annotation_class	GO:0010305	301
annotation_class	GO:0044614	301
annotation_class	GO:0051753	301
annotation_class	GO:0003254	300
annotation_class	GO:0004459	300
annotation_class	GO:0004694	300
annotation_class	GO:0004825	300
annotation_class	GO:0006431	300
annotation_class	GO:0008138	300
annotation_class	GO:0019216	300
annotation_class	GO:0030001	300
annotation_class	GO:0030048	300
annotation_class	GO:0030289	300
annotation_class	GO:0032440	300
annotation_class	GO:0070411	300
annotation_class	GO:0098855	300
annotation_class	GO:0005464	299
annotation_class	GO:0010032	299
annotation_class	GO:0010629	299
annotation_class	GO:0030016	299
annotation_class	GO:0030178	299
annotation_class	GO:0030336	299
annotation_class	GO:0072699	299
annotation_class	GO:0000379	298
annotation_class	GO:0000965	298
annotation_class	GO:0004563	298
annotation_class	GO:0004566	298
annotation_class	GO:0004615	298
annotation_class	GO:0015106	298
annotation_class	GO:0030122	298
annotation_class	GO:0034315	298
annotation_class	GO:0035101	298
annotation_class	GO:0051536	298
annotation_class	GO:0009083	297
annotation_class	GO:0010976	297
annotation_class	GO:0034515	297
annotation_class	GO:0050840	297
annotation_class	GO:0006753	296
annotation_class	GO:0008053	296
annotation_class	GO:0019693	296
annotation_class	GO:0033344	296
annotation_class	GO:0051899	296
annotation_class	GO:0006309	295
annotation_class	GO:0009228	295
annotation_class	GO:0034039	295
annotation_class	GO:0071916	295
annotation_class	GO:0004331	294
annotation_class	GO:0004351	294
annotation_class	GO:0005375	294
annotation_class	GO:0017040	294
annotation_class	GO:0017080	294
annotation_class	GO:0002188	293
annotation_class	GO:0003999	293
annotation_class	GO:0004827	293
annotation_class	GO:0006433	293
annotation_class	GO:0008277	293
annotation_class	GO:0009245	293
annotation_class	GO:0015245	293
annotation_class	GO:0031023	293
annotation_class	GO:0045121	293
annotation_class	GO:0101030	293
annotation_class	GO:1990189	293
annotation_class	GO:0004126	292
annotation_class	GO:0004829	292
annotation_class	GO:0006398	292
annotation_class	GO:0007288	292
annotation_class	GO:0015141	292
annotation_class	GO:0031623	292
annotation_class	GO:0032299	292
annotation_class	GO:0032869	292
annotation_class	GO:0043524	292
annotation_class	GO:0005674	291
annotation_class	GO:0008441	291
annotation_class	GO:0009908	291
annotation_class	GO:0010114	291
annotation_class	GO:0030991	291
annotation_class	GO:0034236	291
annotation_class	GO:0042407	291
annotation_class	GO:0044208	291
annotation_class	GO:0051966	291
annotation_class	GO:0001594	290
annotation_class	GO:0004830	290
annotation_class	GO:1902936	290
annotation_class	GO:0001216	289
annotation_class	GO:0004816	289
annotation_class	GO:0008113	289
annotation_class	GO:0016971	289
annotation_class	GO:0030174	289
annotation_class	GO:0034056	289
annotation_class	GO:0034513	289
annotation_class	GO:0036456	289
annotation_class	GO:0043240	289
annotation_class	GO:0090297	289
annotation_class	GO:0000228	288
annotation_class	GO:0003676	288
annotation_class	GO:0006435	288
annotation_class	GO:0015780	288
annotation_class	GO:0043529	288
annotation_class	GO:0004473	287
annotation_class	GO:0006269	287
annotation_class	GO:0017057	287
annotation_class	GO:0033503	287
annotation_class	GO:0035372	287
annotation_class	GO:0051764	287
annotation_class	GO:0006089	286
annotation_class	GO:0010133	286
annotation_class	GO:0015292	286
annotation_class	GO:0034389	286
annotation_class	GO:0009773	285
annotation_class	GO:0015464	285
annotation_class	GO:0035516	285
annotation_class	GO:0038022	285
annotation_class	GO:0002503	284
annotation_class	GO:0003828	284
annotation_class	GO:0003978	284
annotation_class	GO:0004865	284
annotation_class	GO:0006636	284
annotation_class	GO:0007635	284
annotation_class	GO:0016410	284
annotation_class	GO:0017154	284
annotation_class	GO:0023026	284
annotation_class	GO:0034097	284
annotation_class	GO:0042613	284
annotation_class	GO:0045732	284
annotation_class	GO:0046470	284
annotation_class	GO:0046474	284
annotation_class	GO:0005965	283
annotation_class	GO:0042803	283
annotation_class	GO:0043190	283
annotation_class	GO:0000731	282
annotation_class	GO:0004844	282
annotation_class	GO:0019185	282
annotation_class	GO:0042732	282
annotation_class	GO:0045004	282
annotation_class	GO:0008934	281
annotation_class	GO:0010167	281
annotation_class	GO:0019903	281
annotation_class	GO:0015149	280
annotation_class	GO:0015749	280
annotation_class	GO:0030627	280
annotation_class	GO:0003796	279
annotation_class	GO:0004520	279
annotation_class	GO:0006913	279
annotation_class	GO:0015721	279
annotation_class	GO:0032007	279
annotation_class	GO:0034057	279
annotation_class	GO:0004823	278
annotation_class	GO:0006390	278
annotation_class	GO:0006429	278
annotation_class	GO:0008184	278
annotation_class	GO:0000506	277
annotation_class	GO:0004660	277
annotation_class	GO:0004663	277
annotation_class	GO:0005721	277
annotation_class	GO:0006144	277
annotation_class	GO:0010507	277
annotation_class	GO:0031124	277
annotation_class	GO:0045595	277
annotation_class	GO:0031515	276
annotation_class	GO:0000466	275
annotation_class	GO:0016117	275
annotation_class	GO:0051205	275
annotation_class	GO:0071203	275
annotation_class	GO:0019531	274
annotation_class	GO:0033691	274
annotation_class	GO:0043709	274
annotation_class	GO:0070545	274
annotation_class	GO:0000164	273
annotation_class	GO:0004822	273
annotation_class	GO:0004824	273
annotation_class	GO:0006428	273
annotation_class	GO:0046875	273
annotation_class	GO:0060048	273
annotation_class	GO:0070390	273
annotation_class	GO:0002430	272
annotation_class	GO:0004449	272
annotation_class	GO:0006423	272
annotation_class	GO:0015995	272
annotation_class	GO:0061617	272
annotation_class	GO:0070840	272
annotation_class	GO:0097010	272
annotation_class	GO:0097320	272
annotation_class	GO:0001881	271
annotation_class	GO:0004817	271
annotation_class	GO:0005673	271
annotation_class	GO:0008251	271
annotation_class	GO:0015562	271
annotation_class	GO:0031588	271
annotation_class	GO:0031985	271
annotation_class	GO:0045003	271
annotation_class	GO:0002224	270
annotation_class	GO:0004108	270
annotation_class	GO:0006729	270
annotation_class	GO:0008173	270
annotation_class	GO:0009090	270
annotation_class	GO:0017128	270
annotation_class	GO:0018812	270
annotation_class	GO:0034399	270
annotation_class	GO:0034703	270
annotation_class	GO:0042056	270
annotation_class	GO:0043020	270
annotation_class	GO:0045048	270
annotation_class	GO:0001540	269
annotation_class	GO:0004352	269
annotation_class	GO:0008049	269
annotation_class	GO:0008290	269
annotation_class	GO:0016841	269
annotation_class	GO:0034464	269
annotation_class	GO:0000502	268
annotation_class	GO:0005044	268
annotation_class	GO:0010142	268
annotation_class	GO:0019408	268
annotation_class	GO:0032544	268
annotation_class	GO:0002476	267
annotation_class	GO:0002486	267
annotation_class	GO:0009916	267
annotation_class	GO:0009953	267
annotation_class	GO:0010230	267
annotation_class	GO:0017121	267
annotation_class	GO:0030121	267
annotation_class	GO:0031591	267
annotation_class	GO:0048666	267
annotation_class	GO:0004802	266
annotation_class	GO:0009089	266
annotation_class	GO:0016157	266
annotation_class	GO:0031053	266
annotation_class	GO:0042720	266
annotation_class	GO:0047769	266
annotation_class	GO:0080155	266
annotation_class	GO:2000008	266
annotation_class	GO:2000779	266
annotation_class	GO:0004385	265
annotation_class	GO:0004586	265
annotation_class	GO:0004832	265
annotation_class	GO:0006438	265
annotation_class	GO:0009536	265
annotation_class	GO:0019239	265
annotation_class	GO:1901987	265
annotation_class	GO:0003873	264
annotation_class	GO:0006003	264
annotation_class	GO:0006430	264
annotation_class	GO:0004740	263
annotation_class	GO:0005745	263
annotation_class	GO:0008187	263
annotation_class	GO:0010510	263
annotation_class	GO:0010906	263
annotation_class	GO:0019243	263
annotation_class	GO:0033356	263
annotation_class	GO:0042372	263
annotation_class	GO:0048029	263
annotation_class	GO:0000338	262
annotation_class	GO:0004450	262
annotation_class	GO:0006739	262
annotation_class	GO:0009749	262
annotation_class	GO:0031125	262
annotation_class	GO:0046705	262
annotation_class	GO:0052717	262
annotation_class	GO:0000339	261
annotation_class	GO:0009753	261
annotation_class	GO:0015701	261
annotation_class	GO:0031054	261
annotation_class	GO:0048731	261
annotation_class	GO:0051731	261
annotation_class	GO:0051864	261
annotation_class	GO:0052691	261
annotation_class	GO:0002161	260
annotation_class	GO:0003009	260
annotation_class	GO:0004813	260
annotation_class	GO:0006419	260
annotation_class	GO:0016314	260
annotation_class	GO:0019784	260
annotation_class	GO:0033387	260
annotation_class	GO:0048786	260
annotation_class	GO:0005093	259
annotation_class	GO:0006004	259
annotation_class	GO:0042781	259
annotation_class	GO:0097038	259
annotation_class	GO:0000110	258
annotation_class	GO:0000309	258
annotation_class	GO:0001836	258
annotation_class	GO:0004766	258
annotation_class	GO:0005953	258
annotation_class	GO:0006226	258
annotation_class	GO:0015030	258
annotation_class	GO:0031519	258
annotation_class	GO:0086010	258
annotation_class	GO:1990380	258
annotation_class	GO:0001784	257
annotation_class	GO:0003844	257
annotation_class	GO:0006895	257
annotation_class	GO:0017069	257
annotation_class	GO:0030175	257
annotation_class	GO:0034274	257
annotation_class	GO:0038199	257
annotation_class	GO:0051740	257
annotation_class	GO:1990071	257
annotation_class	GO:0001046	256
annotation_class	GO:0004335	256
annotation_class	GO:0004828	256
annotation_class	GO:0005697	256
annotation_class	GO:0048476	256
annotation_class	GO:0048704	256
annotation_class	GO:0001164	255
annotation_class	GO:0004821	255
annotation_class	GO:0005460	255
annotation_class	GO:0006427	255
annotation_class	GO:0007271	255
annotation_class	GO:0030838	255
annotation_class	GO:0032880	255
annotation_class	GO:0071036	255
annotation_class	GO:0071037	255
annotation_class	GO:0071039	255
annotation_class	GO:2000300	255
annotation_class	GO:0003989	254
annotation_class	GO:0004013	254
annotation_class	GO:0004818	254
annotation_class	GO:0006424	254
annotation_class	GO:0009396	254
annotation_class	GO:0009851	254
annotation_class	GO:0033353	254
annotation_class	GO:0042644	254
annotation_class	GO:0046514	254
annotation_class	GO:0070652	254
annotation_class	GO:0070985	254
annotation_class	GO:0004662	253
annotation_class	GO:0009534	253
annotation_class	GO:0030166	253
annotation_class	GO:0048020	253
annotation_class	GO:0000214	252
annotation_class	GO:0002286	252
annotation_class	GO:0005523	252
annotation_class	GO:0008650	252
annotation_class	GO:0009001	252
annotation_class	GO:0015940	252
annotation_class	GO:0019934	252
annotation_class	GO:0030964	252
annotation_class	GO:0060395	252
annotation_class	GO:0071144	252
annotation_class	GO:0097192	252
annotation_class	GO:0002040	251
annotation_class	GO:0002312	251
annotation_class	GO:0005656	251
annotation_class	GO:0005797	251
annotation_class	GO:0006210	251
annotation_class	GO:0008964	251
annotation_class	GO:0035198	251
annotation_class	GO:0043812	251
annotation_class	GO:0099078	251
annotation_class	GO:0005948	250
annotation_class	GO:0010698	250
annotation_class	GO:0034338	250
annotation_class	GO:0034501	250
annotation_class	GO:0045544	250
annotation_class	GO:0061578	250
annotation_class	GO:1990542	250
annotation_class	GO:0005005	249
annotation_class	GO:0009450	249
annotation_class	GO:0010485	249
annotation_class	GO:0000350	248
annotation_class	GO:0004735	248
annotation_class	GO:0031430	248
annotation_class	GO:0032389	248
annotation_class	GO:0043296	248
annotation_class	GO:0044458	248
annotation_class	GO:0044611	248
annotation_class	GO:0045177	248
annotation_class	GO:0048487	248
annotation_class	GO:0050178	248
annotation_class	GO:0055129	248
annotation_class	GO:0016208	247
annotation_class	GO:0045746	247
annotation_class	GO:0000949	246
annotation_class	GO:0002323	246
annotation_class	GO:0004737	246
annotation_class	GO:0006231	246
annotation_class	GO:0006956	246
annotation_class	GO:0070525	246
annotation_class	GO:0005201	245
annotation_class	GO:0005247	245
annotation_class	GO:0010005	245
annotation_class	GO:0016212	245
annotation_class	GO:0043434	245
annotation_class	GO:0055087	245
annotation_class	GO:0004719	244
annotation_class	GO:0006110	244
annotation_class	GO:0006450	244
annotation_class	GO:0007197	244
annotation_class	GO:0009252	244
annotation_class	GO:0043609	244
annotation_class	GO:0045722	244
annotation_class	GO:0046592	244
annotation_class	GO:0046963	244
annotation_class	GO:0046964	244
annotation_class	GO:1990825	244
annotation_class	GO:0000323	243
annotation_class	GO:0006047	243
annotation_class	GO:0006436	243
annotation_class	GO:0009411	243
annotation_class	GO:0016442	243
annotation_class	GO:0030623	243
annotation_class	GO:0002926	242
annotation_class	GO:0005229	242
annotation_class	GO:0030350	242
annotation_class	GO:0031510	242
annotation_class	GO:0045159	242
annotation_class	GO:0071422	242
annotation_class	GO:1904680	242
annotation_class	GO:0004839	241
annotation_class	GO:0034080	241
annotation_class	GO:0043067	241
annotation_class	GO:0046923	241
annotation_class	GO:0048284	241
annotation_class	GO:0052621	241
annotation_class	GO:0004300	240
annotation_class	GO:0034456	240
annotation_class	GO:0046323	240
annotation_class	GO:0070059	240
annotation_class	GO:0070837	240
annotation_class	GO:0006689	239
annotation_class	GO:0010484	239
annotation_class	GO:0015910	239
annotation_class	GO:0042130	239
annotation_class	GO:0042760	239
annotation_class	GO:0004322	238
annotation_class	GO:0004420	238
annotation_class	GO:0006529	238
annotation_class	GO:0008593	238
annotation_class	GO:0042572	238
annotation_class	GO:0050853	238
annotation_class	GO:0051382	238
annotation_class	GO:0005154	237
annotation_class	GO:0030239	237
annotation_class	GO:0032924	237
annotation_class	GO:0043248	237
annotation_class	GO:0046785	237
annotation_class	GO:0120020	237
annotation_class	GO:2000134	237
annotation_class	GO:0005092	236
annotation_class	GO:0019948	236
annotation_class	GO:0031941	236
annotation_class	GO:2000601	236
annotation_class	GO:0000730	235
annotation_class	GO:0002116	235
annotation_class	GO:0005537	235
annotation_class	GO:0015793	235
annotation_class	GO:0033186	235
annotation_class	GO:0042552	235
annotation_class	GO:0043634	235
annotation_class	GO:0051724	235
annotation_class	GO:0000779	234
annotation_class	GO:0003810	234
annotation_class	GO:0005861	234
annotation_class	GO:0008170	234
annotation_class	GO:0009850	234
annotation_class	GO:0010179	234
annotation_class	GO:0046040	234
annotation_class	GO:0046654	234
annotation_class	GO:0048245	234
annotation_class	GO:0048468	234
annotation_class	GO:0000444	233
annotation_class	GO:0004485	233
annotation_class	GO:0032301	233
annotation_class	GO:0043330	233
annotation_class	GO:0045046	233
annotation_class	GO:0071034	233
annotation_class	GO:0072669	233
annotation_class	GO:0099536	233
annotation_class	GO:0004640	232
annotation_class	GO:0032366	232
annotation_class	GO:0042813	232
annotation_class	GO:0048268	232
annotation_class	GO:0004067	231
annotation_class	GO:0006264	231
annotation_class	GO:0036159	231
annotation_class	GO:0046471	231
annotation_class	GO:0004326	230
annotation_class	GO:0004506	230
annotation_class	GO:0006287	230
annotation_class	GO:0009009	230
annotation_class	GO:0015804	230
annotation_class	GO:0051371	230
annotation_class	GO:0098803	230
annotation_class	GO:0003987	229
annotation_class	GO:0004776	229
annotation_class	GO:0005732	229
annotation_class	GO:0010411	229
annotation_class	GO:0042910	229
annotation_class	GO:0043548	229
annotation_class	GO:0097157	229
annotation_class	GO:1904862	229
annotation_class	GO:0002376	228
annotation_class	GO:0004745	228
annotation_class	GO:0005833	228
annotation_class	GO:0005854	228
annotation_class	GO:0015833	228
annotation_class	GO:0016052	228
annotation_class	GO:0030163	228
annotation_class	GO:0031261	228
annotation_class	GO:0031720	228
annotation_class	GO:0031838	228
annotation_class	GO:0034355	228
annotation_class	GO:0046339	228
annotation_class	GO:0048039	228
annotation_class	GO:0050772	228
annotation_class	GO:1990145	228
annotation_class	GO:0002184	227
annotation_class	GO:0004382	227
annotation_class	GO:0005979	227
annotation_class	GO:0006031	227
annotation_class	GO:0006145	227
annotation_class	GO:0006208	227
annotation_class	GO:0006784	227
annotation_class	GO:0009880	227
annotation_class	GO:0015228	227
annotation_class	GO:0015979	227
annotation_class	GO:0016556	227
annotation_class	GO:0036228	227
annotation_class	GO:0045134	227
annotation_class	GO:0048240	227
annotation_class	GO:2001069	227
annotation_class	GO:0031417	226
annotation_class	GO:0043113	226
annotation_class	GO:0048568	226
annotation_class	GO:0050833	226
annotation_class	GO:0060285	226
annotation_class	GO:1990023	226
annotation_class	GO:0004165	225
annotation_class	GO:0009733	225
annotation_class	GO:0016149	225
annotation_class	GO:0030337	225
annotation_class	GO:0030891	225
annotation_class	GO:0032541	225
annotation_class	GO:0034975	225
annotation_class	GO:0035255	225
annotation_class	GO:0042102	225
annotation_class	GO:0042721	225
annotation_class	GO:0045948	225
annotation_class	GO:0004066	224
annotation_class	GO:0004814	224
annotation_class	GO:0005846	224
annotation_class	GO:0006420	224
annotation_class	GO:0006665	224
annotation_class	GO:0006998	224
annotation_class	GO:0015810	224
annotation_class	GO:0019786	224
annotation_class	GO:0045862	224
annotation_class	GO:0048255	224
annotation_class	GO:1903804	224
annotation_class	GO:0002100	223
annotation_class	GO:0005132	223
annotation_class	GO:0006641	223
annotation_class	GO:0015254	223
annotation_class	GO:0016891	223
annotation_class	GO:0017134	223
annotation_class	GO:0019900	223
annotation_class	GO:0032777	223
annotation_class	GO:0042752	223
annotation_class	GO:0042759	223
annotation_class	GO:0048312	223
annotation_class	GO:0071818	223
annotation_class	GO:0009734	222
annotation_class	GO:0010087	222
annotation_class	GO:0016358	222
annotation_class	GO:0031298	222
annotation_class	GO:0032483	222
annotation_class	GO:0043111	222
annotation_class	GO:0043564	222
annotation_class	GO:0046081	222
annotation_class	GO:0051377	222
annotation_class	GO:0001530	221
annotation_class	GO:0003958	221
annotation_class	GO:0034066	221
annotation_class	GO:0038203	221
annotation_class	GO:0045174	221
annotation_class	GO:0097250	221
annotation_class	GO:0099560	221
annotation_class	GO:1901379	221
annotation_class	GO:0004360	220
annotation_class	GO:0004750	220
annotation_class	GO:0005977	220
annotation_class	GO:0033549	220
annotation_class	GO:0005955	219
annotation_class	GO:0032467	219
annotation_class	GO:0043541	219
annotation_class	GO:0051865	219
annotation_class	GO:0005672	218
annotation_class	GO:0006555	218
annotation_class	GO:0006821	218
annotation_class	GO:0008392	218
annotation_class	GO:0010124	218
annotation_class	GO:0010309	218
annotation_class	GO:0017111	218
annotation_class	GO:0019373	218
annotation_class	GO:0030692	218
annotation_class	GO:0031371	218
annotation_class	GO:0031468	218
annotation_class	GO:0045703	218
annotation_class	GO:0001726	217
annotation_class	GO:0004614	217
annotation_class	GO:0008467	217
annotation_class	GO:0017075	217
annotation_class	GO:0019838	217
annotation_class	GO:0032807	217
annotation_class	GO:0043027	217
annotation_class	GO:0070139	217
annotation_class	GO:0070531	217
annotation_class	GO:0071513	217
annotation_class	GO:0004875	216
annotation_class	GO:0006084	216
annotation_class	GO:0009523	216
annotation_class	GO:0016740	216
annotation_class	GO:0019776	216
annotation_class	GO:0030479	216
annotation_class	GO:0042060	216
annotation_class	GO:0048205	216
annotation_class	GO:0070286	216
annotation_class	GO:0005332	215
annotation_class	GO:0009649	215
annotation_class	GO:0019752	215
annotation_class	GO:0061928	215
annotation_class	GO:1990937	215
annotation_class	GO:0004347	214
annotation_class	GO:0004591	214
annotation_class	GO:0004633	214
annotation_class	GO:0004742	214
annotation_class	GO:0006307	214
annotation_class	GO:0007508	214
annotation_class	GO:0009793	214
annotation_class	GO:0016034	214
annotation_class	GO:0017177	214
annotation_class	GO:0019902	214
annotation_class	GO:0030003	214
annotation_class	GO:0034993	214
annotation_class	GO:0051721	214
annotation_class	GO:0061343	214
annotation_class	GO:1990116	214
annotation_class	GO:0000390	213
annotation_class	GO:0000722	213
annotation_class	GO:0000781	213
annotation_class	GO:0004019	213
annotation_class	GO:0004157	213
annotation_class	GO:0006171	213
annotation_class	GO:0006183	213
annotation_class	GO:0006567	213
annotation_class	GO:0009767	213
annotation_class	GO:0010972	213
annotation_class	GO:0030032	213
annotation_class	GO:0032438	213
annotation_class	GO:0033214	213
annotation_class	GO:0035097	213
annotation_class	GO:0045156	213
annotation_class	GO:0046103	213
annotation_class	GO:0052856	213
annotation_class	GO:0004798	212
annotation_class	GO:0006227	212
annotation_class	GO:0006233	212
annotation_class	GO:0006235	212
annotation_class	GO:0010521	212
annotation_class	GO:0019781	212
annotation_class	GO:0035005	212
annotation_class	GO:0035196	212
annotation_class	GO:0035494	212
annotation_class	GO:0001965	211
annotation_class	GO:0007051	211
annotation_class	GO:0008124	211
annotation_class	GO:0008191	211
annotation_class	GO:0017157	211
annotation_class	GO:0030667	211
annotation_class	GO:0031295	211
annotation_class	GO:0031416	211
annotation_class	GO:0031629	211
annotation_class	GO:0032008	211
annotation_class	GO:0034450	211
annotation_class	GO:0034751	211
annotation_class	GO:1990247	211
annotation_class	GO:0003876	210
annotation_class	GO:0004325	210
annotation_class	GO:0004370	210
annotation_class	GO:0006188	210
annotation_class	GO:0008176	210
annotation_class	GO:0015344	210
annotation_class	GO:0015501	210
annotation_class	GO:0016175	210
annotation_class	GO:0030140	210
annotation_class	GO:0032545	210
annotation_class	GO:0036265	210
annotation_class	GO:0000706	209
annotation_class	GO:0000911	209
annotation_class	GO:0008654	209
annotation_class	GO:0015677	209
annotation_class	GO:0016811	209
annotation_class	GO:0071596	209
annotation_class	GO:0002218	208
annotation_class	GO:0004000	208
annotation_class	GO:0006104	208
annotation_class	GO:0006154	208
annotation_class	GO:0016320	208
annotation_class	GO:0032183	208
annotation_class	GO:0034245	208
annotation_class	GO:0036038	208
annotation_class	GO:0042709	208
annotation_class	GO:0051059	208
annotation_class	GO:0071439	208
annotation_class	GO:0002940	207
annotation_class	GO:0016282	207
annotation_class	GO:0090156	207
annotation_class	GO:0098742	207
annotation_class	GO:0001517	206
annotation_class	GO:0003921	206
annotation_class	GO:0006177	206
annotation_class	GO:0008273	206
annotation_class	GO:0019911	206
annotation_class	GO:0032154	206
annotation_class	GO:0036122	206
annotation_class	GO:0004103	205
annotation_class	GO:0008503	205
annotation_class	GO:0009143	205
annotation_class	GO:0016239	205
annotation_class	GO:0016529	205
annotation_class	GO:0016846	205
annotation_class	GO:0031422	205
annotation_class	GO:0033176	205
annotation_class	GO:0035515	205
annotation_class	GO:0060828	205
annotation_class	GO:0071978	205
annotation_class	GO:0097190	205
annotation_class	GO:1904294	205
annotation_class	GO:0001654	204
annotation_class	GO:0003988	204
annotation_class	GO:0008840	204
annotation_class	GO:0009860	204
annotation_class	GO:0010975	204
annotation_class	GO:0015293	204
annotation_class	GO:0042793	204
annotation_class	GO:0045930	204
annotation_class	GO:0004035	203
annotation_class	GO:0004149	203
annotation_class	GO:0004664	203
annotation_class	GO:0045815	203
annotation_class	GO:0070291	203
annotation_class	GO:0004015	202
annotation_class	GO:0005391	202
annotation_class	GO:0005412	202
annotation_class	GO:0005997	202
annotation_class	GO:0008832	202
annotation_class	GO:0030976	202
annotation_class	GO:0033204	202
annotation_class	GO:1990714	202
annotation_class	GO:0000719	201
annotation_class	GO:0003938	201
annotation_class	GO:0004416	201
annotation_class	GO:0008477	201
annotation_class	GO:0036396	201
annotation_class	GO:0045104	201
annotation_class	GO:0045597	201
annotation_class	GO:0048019	201
annotation_class	GO:0051932	201
annotation_class	GO:0071578	201
annotation_class	GO:1901371	201
annotation_class	GO:1902025	201
annotation_class	GO:0004312	200
annotation_class	GO:0005978	200
annotation_class	GO:0010071	200
annotation_class	GO:0016486	200
annotation_class	GO:0042545	200
annotation_class	GO:0060213	200
annotation_class	GO:0061656	200
annotation_class	GO:0004090	199
annotation_class	GO:0008962	199
annotation_class	GO:0015180	199
annotation_class	GO:0030133	199
annotation_class	GO:0071040	199
annotation_class	GO:0071044	199
annotation_class	GO:1902201	199
annotation_class	GO:0004475	198
annotation_class	GO:0006809	198
annotation_class	GO:0015706	198
annotation_class	GO:0030956	198
annotation_class	GO:0034375	198
annotation_class	GO:0034398	198
annotation_class	GO:0071249	198
annotation_class	GO:0071456	198
annotation_class	GO:0004170	197
annotation_class	GO:0004421	197
annotation_class	GO:0007007	197
annotation_class	GO:0008115	197
annotation_class	GO:0010043	197
annotation_class	GO:0015026	197
annotation_class	GO:0015729	197
annotation_class	GO:0016594	197
annotation_class	GO:0016832	197
annotation_class	GO:0019344	197
annotation_class	GO:0030286	197
annotation_class	GO:0034498	197
annotation_class	GO:0048185	197
annotation_class	GO:0009061	196
annotation_class	GO:0022851	196
annotation_class	GO:0033063	196
annotation_class	GO:0033209	196
annotation_class	GO:0033263	196
annotation_class	GO:0033819	196
annotation_class	GO:0045041	196
annotation_class	GO:0061133	196
annotation_class	GO:0070939	196
annotation_class	GO:1990745	196
annotation_class	GO:0000461	195
annotation_class	GO:0000494	195
annotation_class	GO:0004044	195
annotation_class	GO:0004764	195
annotation_class	GO:0004768	195
annotation_class	GO:0006013	195
annotation_class	GO:0006351	195
annotation_class	GO:0008649	195
annotation_class	GO:0009751	195
annotation_class	GO:0015172	195
annotation_class	GO:1990259	195
annotation_class	GO:0000795	194
annotation_class	GO:0000940	194
annotation_class	GO:0005547	194
annotation_class	GO:0009229	194
annotation_class	GO:0015379	194
annotation_class	GO:0042043	194
annotation_class	GO:0042771	194
annotation_class	GO:0044818	194
annotation_class	GO:0046976	194
annotation_class	GO:1902042	194
annotation_class	GO:0004482	193
